Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
bad,10,owner,48,35,married,no,partime,75,55,4000,0,1500,1786
bad,1,owner,60,49,married,no,partime,105,88,2000,0,850,1149
bad,1,owner,60,35,single,no,partime,35,181,4500,0,1600,1912
bad,14,priv,60,33,married,yes,fixed,90,77,3400,0,1500,1813
bad,4,parents,36,27,separated,yes,fixed,35,110,0,0,300,550
good,17,owner,60,35,married,no,fixed,60,125,4000,0,1080,1428
good,4,owner,60,27,married,no,freelance,60,225,14500,1200,700,2273
good,2,rent,36,35,single,no,fixed,42,74,0,0,950,1000
good,11,owner,18,37,married,no,fixed,45,115,20000,0,600,1200
good,1,rent,48,64,married,no,others,74,137,3500,0,600,927
good,14,owner,36,34,widow,no,fixed,45,202,6500,0,350,800
good,2,owner,48,37,married,no,fixed,75,135,18000,0,1000,1062
good,5,owner,48,43,married,no,freelance,45,145,5000,0,680,1350
bad,6,rent,36,49,married,no,others,65,54,0,0,450,615
good,11,owner,12,51,married,no,freelance,45,80,6000,0,1000,1931
good,9,owner,36,24,married,no,fixed,45,140,9000,0,1000,1100
good,1,parents,60,22,single,no,fixed,35,90,0,0,1250,1590
bad,0,parents,36,30,single,no,others,45,32,0,0,650,750
good,1,owner,24,33,married,no,fixed,45,130,3000,0,800,1465
good,17,owner,24,50,married,no,freelance,60,285,22000,700,500,1321
good,0,parents,36,19,single,no,partime,35,75,0,0,1450,1473
good,5,owner,36,26,married,yes,freelance,45,150,7000,0,1500,2588
good,12,owner,60,28,single,yes,fixed,35,172,3000,2000,950,1184
bad,1,rent,36,23,married,no,freelance,75,300,0,0,400,700
good,3,parents,60,26,single,yes,fixed,35,73,0,0,650,1200
good,20,owner,60,51,married,no,fixed,60,165,3500,0,500,625
bad,3,owner,36,38,married,no,freelance,90,300,3000,0,1200,1881
good,14,rent,60,30,married,yes,fixed,67,217,0,0,1800,1807
bad,0,other,60,41,married,yes,fixed,105,NA,0,0,1000,2750
good,3,priv,60,29,married,no,fixed,60,90,2000,0,1650,1800
good,4,parents,36,28,married,no,fixed,45,100,0,0,1000,2343
good,0,owner,48,38,married,no,fixed,75,217,3500,0,1400,1689
bad,7,owner,48,29,married,no,fixed,60,62,4000,0,984,984
good,4,rent,6,28,married,no,fixed,66,60,0,0,200,1566
good,16,owner,60,32,married,no,fixed,60,117,1100,80,1400,1833
bad,2,rent,48,22,single,no,fixed,42,73,0,0,940,1127
bad,2,parents,48,30,single,no,fixed,35,86,0,0,900,1127
bad,11,owner,48,30,married,no,fixed,75,67,3000,2040,1000,1093
good,30,owner,36,53,married,no,fixed,75,165,5000,0,900,900
bad,2,priv,60,28,married,yes,fixed,75,166,6000,0,1500,1599
bad,5,other,48,22,single,no,fixed,35,82,0,0,480,1910
bad,1,rent,36,24,married,no,freelance,44,90,0,0,1050,1493
bad,1,rent,60,52,separated,yes,fixed,68,327,0,0,700,819
good,8,owner,60,34,married,no,fixed,75,145,3000,1800,1500,1703
good,20,rent,36,39,married,no,freelance,95,202,0,0,600,1461
good,4,owner,60,30,married,no,partime,45,150,4000,2800,1400,1763
good,5,rent,36,46,married,no,fixed,82,223,0,0,450,650
good,3,parents,36,52,married,yes,fixed,60,325,0,0,400,1700
good,10,owner,60,52,married,no,fixed,60,143,5500,0,1300,1661
good,10,rent,60,36,married,no,fixed,85,100,0,0,850,1150
good,11,owner,12,25,married,no,fixed,45,124,2500,1000,800,1602
good,22,rent,48,46,married,no,fixed,86,110,0,0,1150,1528
bad,0,other,48,45,married,no,freelance,75,120,0,0,900,964
good,25,owner,60,53,married,no,fixed,60,107,4000,0,800,932
bad,2,other,60,22,single,no,fixed,35,83,0,0,1400,1430
good,0,other,36,50,married,no,partime,60,162,20000,0,1000,1615
bad,0,owner,48,52,married,yes,others,90,245,3850,2432,1520,1670
good,12,priv,60,47,married,no,fixed,60,243,8500,0,1850,1890
good,4,rent,60,27,single,no,fixed,43,76,0,0,650,1070
good,12,owner,18,35,married,no,fixed,60,400,6000,0,200,2225
good,0,parents,48,21,single,no,partime,35,106,5000,0,500,1131
good,22,owner,36,44,married,no,fixed,75,120,7000,0,650,1852
bad,3,parents,60,32,single,no,fixed,35,122,0,0,2000,2050
good,1,rent,36,34,divorced,no,fixed,43,80,0,0,700,700
good,14,priv,60,36,married,no,fixed,60,120,4000,1500,1500,1540
good,10,rent,48,36,married,no,fixed,80,200,0,0,978,1338
good,13,rent,60,36,married,no,fixed,79,191,4000,700,1000,1209
good,1,rent,60,24,married,no,fixed,52,67,0,0,800,1137
bad,3,owner,36,26,single,no,freelance,35,NA,60000,3000,800,1000
good,5,rent,12,35,married,yes,freelance,96,210,0,0,300,700
good,4,owner,60,42,single,no,fixed,35,110,2500,0,1090,1565
good,3,other,60,55,married,no,fixed,45,45,0,0,600,864
good,19,owner,60,49,married,no,fixed,135,150,3500,0,1100,1477
bad,4,parents,60,38,separated,no,fixed,35,100,0,0,1300,1500
good,9,owner,60,32,married,no,fixed,75,345,6000,3300,700,994
good,7,owner,60,36,married,no,fixed,60,122,3000,0,750,850
good,26,owner,60,55,married,no,fixed,60,110,10000,0,1500,1527
bad,2,rent,60,30,married,yes,freelance,54,90,2000,0,1500,1500
good,11,owner,48,29,married,no,fixed,75,76,15000,0,300,1336
good,4,rent,36,48,married,no,freelance,94,340,1000,0,525,525
bad,2,owner,60,29,married,yes,fixed,60,185,6300,2300,2000,2675
good,5,owner,60,42,married,no,fixed,75,101,3500,0,1090,1190
good,3,owner,24,32,married,no,fixed,60,196,5000,300,800,1606
good,17,owner,36,47,married,no,fixed,75,158,17000,0,1000,2159
good,9,parents,60,33,married,no,fixed,45,221,3000,0,1600,2344
good,18,owner,60,32,single,no,fixed,35,133,3500,150,1600,2200
good,18,owner,60,42,married,no,freelance,90,NA,5000,0,1300,2147
good,6,owner,24,45,married,no,freelance,90,150,5000,0,250,450
good,12,owner,12,40,married,no,fixed,75,390,8000,0,500,1732
good,2,owner,36,28,married,no,partime,60,146,2500,0,700,1258
good,1,parents,48,29,single,no,freelance,45,478,9000,0,2100,2450
good,8,other,24,41,divorced,no,fixed,60,90,4000,0,500,1600
good,25,priv,48,55,married,no,fixed,60,169,4000,0,1000,1459
bad,25,owner,60,61,married,yes,freelance,45,100,39000,0,1060,1134
bad,3,rent,18,30,married,no,freelance,54,90,0,0,300,425
good,2,owner,48,40,married,no,freelance,60,160,3000,800,1300,1521
good,3,rent,48,36,married,yes,fixed,82,222,0,0,1900,2100
good,18,owner,60,42,married,no,fixed,75,111,2500,0,1150,1640
good,1,owner,48,18,single,no,partime,45,111,7000,0,1100,1299
good,4,owner,36,23,married,no,fixed,75,168,4000,0,1100,1385
good,20,owner,60,49,married,no,freelance,90,215,4500,0,1000,1228
good,14,owner,60,28,married,no,freelance,75,94,5500,9500,1660,2419
good,0,parents,36,26,single,no,fixed,35,63,0,0,600,994
bad,8,rent,60,25,married,yes,fixed,73,280,0,0,600,1364
good,15,owner,48,33,married,no,fixed,75,220,7000,0,1300,2400
good,3,owner,60,30,married,no,fixed,45,126,3500,2400,1000,1120
good,20,owner,36,44,married,no,fixed,60,120,3000,0,350,400
bad,2,parents,60,25,divorced,no,partime,35,90,0,0,900,1111
good,17,owner,24,55,married,no,freelance,75,191,14000,0,1000,2420
good,20,rent,60,41,single,no,freelance,50,148,4000,0,835,1356
bad,0,other,60,47,widow,yes,freelance,45,NA,0,0,1500,1600
good,2,parents,24,26,single,no,fixed,35,88,0,0,325,450
good,11,parents,60,27,married,no,fixed,60,150,2500,0,1100,1129
bad,12,owner,60,34,married,no,fixed,60,115,4000,0,1650,1686
bad,1,rent,60,31,divorced,yes,fixed,43,76,0,0,500,1300
good,2,owner,60,37,married,no,fixed,60,145,3500,1100,1250,1763
bad,17,priv,60,48,married,yes,freelance,60,69,7000,0,1400,1813
good,13,owner,60,52,married,no,freelance,60,NA,20000,0,1370,1714
good,3,parents,36,22,single,no,fixed,35,60,19000,0,775,1050
bad,4,parents,48,25,single,no,fixed,35,73,0,0,700,814
good,38,owner,48,56,widow,no,fixed,35,112,3000,0,850,960
bad,12,owner,60,39,married,no,fixed,90,95,4000,250,1450,1686
good,15,parents,48,40,single,no,fixed,35,150,0,0,1000,1399
good,20,owner,60,51,married,no,fixed,60,250,2500,0,1250,1825
good,0,parents,48,27,single,yes,fixed,35,46,0,0,900,1216
good,2,priv,60,25,married,no,fixed,45,60,3000,0,1150,1163
bad,4,other,60,25,single,no,partime,35,92,0,0,1400,1661
good,7,owner,60,36,married,no,fixed,90,120,6000,1500,900,1175
good,4,owner,12,32,married,no,fixed,45,231,13000,290,400,1198
bad,2,rent,60,32,married,no,fixed,93,175,0,0,1650,1688
good,2,parents,48,23,single,no,partime,35,160,3500,1200,1200,1426
good,1,parents,60,22,single,no,fixed,35,109,0,0,1000,1466
bad,0,parents,48,25,married,no,fixed,60,247,0,0,1900,1900
bad,0,other,60,34,single,no,fixed,35,140,3000,0,1550,1570
good,2,other,60,41,separated,no,freelance,35,100,5000,0,1200,1450
good,8,parents,48,28,single,no,fixed,35,115,500,0,360,363
good,1,rent,36,37,married,no,freelance,90,NA,0,0,850,998
good,3,rent,36,34,single,no,fixed,41,63,30000,0,625,921
bad,0,parents,60,20,single,no,fixed,35,79,0,0,1570,1575
good,10,rent,48,38,married,no,freelance,78,333,0,0,700,1386
good,4,owner,48,49,single,yes,fixed,35,183,8000,0,1200,1531
good,2,parents,24,21,single,no,freelance,35,NA,0,0,250,355
bad,0,owner,36,36,married,no,others,45,25,3500,0,1300,2246
good,20,priv,60,39,married,no,fixed,90,159,2000,0,750,790
bad,10,rent,60,39,married,yes,freelance,119,292,13000,2500,1500,2262
good,0,rent,60,29,married,no,partime,61,160,0,0,1000,1055
good,21,rent,36,42,married,no,fixed,74,135,450,0,240,1275
bad,3,rent,60,48,separated,yes,fixed,47,120,0,0,1000,1077
good,2,owner,36,27,widow,no,fixed,35,135,8000,0,750,1296
bad,3,owner,36,43,married,no,freelance,45,NA,3500,0,600,800
bad,1,owner,60,46,married,yes,fixed,75,209,11000,0,1800,2015
good,19,rent,18,39,single,no,fixed,45,100,0,0,450,997
bad,3,rent,24,22,single,no,freelance,50,148,0,0,700,950
bad,25,parents,60,64,married,yes,fixed,45,130,0,0,2047,2946
good,2,rent,60,28,single,no,fixed,45,101,0,0,1300,1333
good,3,parents,36,21,single,no,partime,35,49,0,0,750,850
good,5,rent,30,58,married,no,fixed,80,200,15000,0,520,690
bad,6,rent,36,41,married,yes,freelance,75,NA,0,0,775,875
good,10,rent,36,47,single,no,partime,86,114,3500,0,400,872
good,17,rent,24,49,married,no,freelance,80,53,0,0,600,1104
good,0,owner,12,22,single,no,fixed,35,132,3500,0,300,509
bad,0,owner,60,62,married,no,others,45,42,4000,0,500,827
bad,2,parents,36,24,single,no,fixed,35,90,0,0,1000,1150
good,28,owner,24,59,married,no,freelance,60,606,6000,0,1550,1760
good,0,rent,48,36,married,no,fixed,74,141,0,0,1150,1485
good,5,owner,60,36,married,no,fixed,75,141,4000,0,1300,1435
bad,5,parents,36,45,married,yes,fixed,75,68,0,0,2375,2875
good,12,owner,36,41,married,no,freelance,60,NA,10000,0,1000,2100
good,4,owner,24,30,married,yes,fixed,45,165,3000,0,250,450
good,6,parents,60,43,married,no,freelance,75,70,4000,0,1000,1548
good,0,rent,24,23,single,no,fixed,42,70,0,0,125,125
good,9,owner,48,41,separated,no,fixed,35,60,8000,1000,1200,1538
good,9,rent,36,31,married,yes,freelance,84,241,10000,0,3800,5852
bad,2,rent,12,47,married,yes,fixed,103,426,0,0,350,450
bad,2,rent,60,36,separated,yes,freelance,35,NA,0,0,2000,2676
good,2,parents,12,25,single,yes,freelance,35,74,18000,0,600,1638
good,18,owner,60,49,married,no,fixed,135,180,13500,0,900,994
good,16,owner,36,57,married,no,fixed,60,154,4000,130,700,1090
bad,10,owner,60,26,married,no,fixed,60,63,5000,3000,1400,1432
good,11,owner,60,37,married,no,fixed,90,289,7000,250,1200,1599
bad,14,owner,36,45,separated,no,fixed,45,190,12000,0,2100,2758
good,4,rent,60,24,married,no,fixed,75,147,0,0,1300,1700
bad,1,owner,60,42,married,yes,fixed,105,198,3500,250,1000,1245
bad,2,rent,24,23,single,yes,freelance,75,400,0,0,750,900
good,1,rent,60,38,married,no,partime,58,130,0,0,1450,1593
bad,2,owner,60,36,married,yes,freelance,60,140,29000,0,3900,4812
good,13,parents,60,27,married,no,fixed,60,100,0,0,950,1152
good,5,owner,24,37,married,no,freelance,90,143,7000,0,700,900
bad,1,rent,36,25,married,no,fixed,54,87,0,0,500,646
good,6,rent,60,23,married,no,fixed,62,171,0,0,1000,1209
good,20,owner,36,47,married,no,fixed,75,203,4000,0,1050,1258
good,9,owner,18,52,married,no,fixed,60,154,5500,0,500,1531
good,15,owner,12,55,married,no,fixed,45,130,7000,0,200,1240
good,0,parents,48,28,single,no,fixed,35,90,3500,0,1000,1210
good,5,parents,60,24,single,no,fixed,35,92,0,0,1030,1068
good,15,parents,36,40,married,yes,freelance,75,NA,0,0,375,375
good,4,owner,48,36,married,no,fixed,75,210,4000,0,1800,2628
good,4,owner,24,26,married,no,fixed,45,115,4000,0,500,1400
good,5,parents,18,22,single,no,fixed,35,80,0,0,600,1132
good,2,parents,60,25,single,no,fixed,35,110,0,0,860,959
good,4,owner,24,44,married,no,freelance,75,86,5000,0,900,1100
good,0,owner,60,56,married,no,others,60,117,3000,0,1200,1347
good,1,other,42,33,married,yes,fixed,90,138,3500,606,1400,1700
good,7,owner,60,42,married,no,fixed,45,88,4000,0,850,1033
good,11,parents,12,29,married,no,fixed,60,54,0,0,600,1683
good,40,rent,18,62,married,no,freelance,77,166,10000,0,900,2040
good,10,owner,60,33,married,no,fixed,75,364,60000,0,1300,1804
good,3,owner,48,32,married,no,freelance,75,65,10500,1500,1500,2155
good,24,owner,60,54,married,no,freelance,45,109,17000,0,2000,3400
good,6,parents,36,24,single,no,fixed,35,57,0,0,380,490
bad,2,rent,48,36,divorced,no,fixed,45,99,0,0,750,1350
good,3,parents,48,27,married,no,fixed,45,227,0,0,1150,1575
good,11,owner,60,29,single,no,fixed,35,57,1500,0,700,994
good,1,parents,24,22,single,no,partime,35,80,0,0,150,400
bad,5,rent,36,22,single,no,fixed,42,70,0,0,850,870
good,1,rent,48,39,married,no,fixed,86,105,0,0,1300,1600
bad,1,parents,48,24,single,yes,fixed,35,65,0,0,900,1061
good,20,owner,48,39,married,no,freelance,75,45,10000,0,2000,3650
good,7,parents,48,31,single,yes,fixed,35,72,5500,0,1000,1051
good,3,parents,36,31,married,yes,fixed,60,80,0,0,1450,1700
good,25,owner,48,47,married,no,freelance,60,157,15000,0,1990,2460
good,12,owner,36,46,married,yes,fixed,60,117,3000,0,825,1325
good,4,rent,36,32,married,no,fixed,55,100,0,0,300,500
good,0,priv,12,28,married,no,fixed,60,130,3000,2000,380,1308
good,15,owner,12,49,married,no,freelance,75,NA,17000,0,700,1420
good,20,owner,12,60,married,no,freelance,60,NA,40000,0,700,1420
bad,0,other,60,31,married,yes,fixed,90,NA,0,0,1450,1604
good,12,owner,54,35,married,no,fixed,75,113,3000,600,1650,1800
good,10,owner,48,44,married,no,fixed,75,450,12000,0,1030,1128
good,0,parents,48,21,single,no,fixed,35,50,0,0,1000,1091
bad,2,owner,48,20,single,no,freelance,35,450,31000,0,1500,1853
bad,0,ignore,36,45,married,no,partime,75,87,1500,0,300,480
good,1,owner,60,34,married,yes,fixed,45,180,2500,300,1300,1817
good,1,rent,60,21,married,no,fixed,58,132,0,0,1275,1381
bad,6,owner,36,44,married,no,fixed,75,150,7000,600,650,650
good,1,rent,36,34,married,no,freelance,94,189,15000,1500,1500,2435
good,15,rent,48,40,married,yes,fixed,88,125,0,0,1100,1498
good,11,parents,36,29,single,no,fixed,35,64,0,0,600,1314
good,1,rent,36,44,married,no,fixed,105,145,0,0,1000,2275
bad,1,rent,36,27,single,no,fixed,42,67,0,0,1000,1350
bad,1,owner,36,27,married,no,partime,45,127,4500,3000,600,745
good,11,owner,48,46,married,no,freelance,75,160,10000,0,1150,1156
good,2,owner,60,43,married,yes,fixed,45,63,3000,0,1100,1683
good,1,owner,36,25,widow,no,fixed,45,60,2000,0,525,800
good,11,rent,60,28,single,no,fixed,42,67,0,0,900,1399
good,3,owner,48,30,married,no,fixed,75,88,6000,400,1200,1796
bad,1,rent,48,29,married,no,partime,77,170,0,0,1300,2262
good,15,rent,60,39,married,no,freelance,60,145,5000,0,1300,1625
bad,1,other,42,24,single,yes,fixed,35,60,0,0,1200,1616
good,8,owner,12,29,married,no,fixed,45,92,6000,2400,100,1492
good,10,priv,60,55,married,no,fixed,60,195,4000,0,1900,2150
good,3,rent,36,27,married,no,fixed,68,80,0,0,325,400
bad,2,owner,36,20,single,no,freelance,35,NA,80000,30000,750,1350
good,0,other,42,24,single,no,fixed,35,42,0,0,800,1450
good,9,other,36,32,single,no,fixed,35,125,0,0,1000,1725
good,4,rent,48,38,married,no,fixed,91,161,5000,0,800,1008
good,0,parents,24,24,single,no,partime,35,117,4000,0,1000,1489
good,7,owner,18,33,married,no,freelance,60,164,4000,0,550,1679
good,1,parents,60,30,single,no,fixed,35,75,0,0,1000,1156
good,25,other,18,43,married,no,fixed,75,85,700,0,400,1205
good,6,rent,60,34,separated,no,fixed,47,120,0,0,1100,1700
good,3,rent,48,35,separated,no,fixed,59,240,0,0,1300,1627
good,4,owner,60,24,married,no,freelance,60,250,9000,3400,1250,1300
bad,0,owner,60,30,married,no,others,60,78,3500,0,1250,1365
good,5,owner,18,28,married,no,fixed,60,102,2500,1300,450,1437
bad,12,owner,48,49,married,yes,fixed,45,152,7500,0,1100,2120
good,4,priv,24,44,married,no,fixed,75,96,4000,0,580,923
bad,9,parents,60,31,single,yes,fixed,35,92,0,0,1000,1161
good,2,parents,60,26,married,no,fixed,45,199,0,0,1500,1698
good,0,owner,48,43,married,no,partime,75,71,14000,0,1100,1660
good,13,owner,60,38,single,no,fixed,45,80,4000,0,1060,1274
good,2,other,42,25,married,no,fixed,60,190,0,0,1100,1729
good,8,owner,36,40,married,no,freelance,75,200,10000,0,700,800
good,14,priv,12,49,married,no,fixed,90,140,3000,500,400,1432
bad,11,rent,48,40,married,no,fixed,59,140,0,0,1000,1930
bad,20,owner,36,57,married,no,fixed,90,114,5000,1500,1000,1193
good,1,parents,48,28,single,no,fixed,35,140,0,0,1400,1728
good,14,parents,60,28,married,no,fixed,45,140,0,0,1150,1301
good,13,owner,48,54,married,yes,fixed,45,90,2500,0,1000,1198
good,0,owner,36,36,married,no,fixed,75,424,9500,700,1000,1690
good,1,rent,60,26,married,no,partime,61,155,0,0,1035,1709
bad,0,owner,60,36,married,yes,freelance,75,NA,6000,0,1650,1861
good,10,rent,60,26,married,no,fixed,78,175,0,0,1000,1314
good,28,parents,24,44,married,no,freelance,90,180,0,0,450,1472
good,8,owner,36,30,married,no,fixed,60,50,5000,400,300,1890
good,1,owner,36,24,married,no,fixed,45,113,3500,0,1200,1702
bad,1,rent,48,26,single,no,fixed,45,100,0,0,1400,1968
bad,0,other,60,27,married,yes,fixed,75,NA,0,0,1600,1786
good,1,owner,60,44,married,no,freelance,90,905,20000,15000,1200,1381
good,1,other,36,29,single,no,fixed,35,52,0,0,1000,1152
good,8,owner,60,32,married,no,fixed,75,157,3500,1800,1300,1590
good,10,owner,24,46,married,no,freelance,120,400,6000,2700,600,1080
good,4,rent,48,39,married,no,fixed,91,157,0,0,1300,1501
bad,0,parents,60,30,married,no,freelance,60,NA,0,0,1000,1110
bad,10,owner,60,27,married,no,fixed,45,120,5000,2000,1570,1914
good,9,rent,60,37,married,no,fixed,91,162,0,0,1000,1537
bad,0,owner,48,26,married,no,freelance,45,NA,16000,3648,400,1751
good,5,rent,24,29,married,no,freelance,45,NA,0,0,800,1197
good,8,owner,36,60,married,no,freelance,45,78,11000,0,500,670
bad,0,rent,36,26,married,no,partime,80,195,0,0,600,785
good,2,rent,60,33,single,no,fixed,75,400,0,0,1450,1457
bad,0,other,36,52,married,no,freelance,45,NA,0,0,500,1050
good,6,rent,24,28,married,no,fixed,62,166,0,0,500,1150
good,20,owner,48,53,married,no,fixed,60,135,4000,0,1170,1297
good,10,owner,60,36,married,no,fixed,75,204,5000,0,1400,1460
good,14,owner,36,34,married,no,fixed,75,155,3000,1000,400,1908
good,1,owner,36,30,married,no,fixed,45,120,3000,1100,1750,2245
good,3,parents,60,25,single,no,fixed,35,130,6000,0,625,1083
good,2,owner,18,43,married,no,freelance,90,356,5000,800,700,1073
good,25,other,60,50,married,no,fixed,90,230,0,0,800,860
good,36,owner,48,58,married,no,fixed,45,100,5500,108,700,1291
good,11,owner,60,44,married,yes,fixed,60,130,3500,0,1400,1731
good,7,owner,60,23,single,no,fixed,60,145,4500,0,1100,1150
good,0,rent,18,34,married,yes,partime,98,81,0,0,300,450
good,1,owner,60,29,married,no,fixed,60,136,7000,0,1000,1688
good,17,owner,60,32,married,no,fixed,75,200,5000,2500,1550,1721
bad,2,owner,36,19,single,yes,freelance,35,NA,9000,0,500,1100
good,18,rent,42,35,married,no,fixed,76,157,0,0,800,1687
good,0,parents,48,24,single,no,partime,45,76,0,0,1640,1649
good,2,owner,60,25,married,no,freelance,45,200,6000,1500,1600,1866
good,1,parents,12,24,single,no,fixed,35,128,0,0,300,1056
good,2,owner,18,37,married,no,fixed,90,90,1500,0,400,1166
bad,5,rent,48,30,separated,yes,partime,39,41,0,0,1300,1600
good,12,owner,48,35,married,no,fixed,45,125,6000,0,350,1511
good,1,other,36,28,single,no,freelance,35,100,0,0,1950,2074
good,14,owner,60,45,married,no,fixed,120,250,18000,0,450,911
bad,3,parents,36,19,single,yes,fixed,35,47,0,0,500,700
good,2,parents,24,30,married,no,partime,45,57,0,0,500,974
bad,6,owner,12,36,married,yes,fixed,90,78,6000,2700,300,500
bad,2,rent,36,29,married,no,fixed,85,100,0,0,2100,2300
good,13,owner,60,28,married,no,fixed,60,102,3500,0,1175,1375
good,0,rent,60,27,married,no,fixed,58,133,0,0,400,1136
good,3,other,48,22,single,no,freelance,60,104,5000,0,1300,1813
good,15,owner,60,40,married,yes,freelance,75,NA,16000,0,1150,1850
good,1,parents,48,26,single,no,freelance,35,500,0,0,1300,1561
bad,8,rent,60,40,separated,no,fixed,70,100,0,0,1300,1510
bad,1,owner,60,52,single,no,fixed,35,150,6000,0,1580,1756
bad,1,parents,60,24,single,no,partime,35,115,0,0,1400,1420
bad,0,owner,48,38,married,no,freelance,90,38,2800,0,1050,1238
bad,1,rent,36,25,married,no,partime,67,67,0,0,775,850
bad,3,rent,60,38,married,yes,partime,72,123,0,0,1030,1170
good,18,owner,60,36,married,no,fixed,45,85,3000,0,1500,1856
bad,0,owner,60,44,divorced,yes,fixed,60,60,4000,3378,1400,1703
bad,4,owner,60,33,married,no,partime,90,82,3500,1000,1300,1795
good,1,owner,36,36,single,no,fixed,35,345,18000,0,2000,2961
good,0,parents,36,26,married,no,partime,60,142,0,0,1000,1426
good,10,owner,24,63,married,no,freelance,60,107,17000,0,800,1472
good,2,owner,60,40,married,no,fixed,90,161,8000,470,1200,1670
bad,4,other,60,24,single,no,partime,35,63,0,0,900,1777
good,4,owner,24,22,single,no,fixed,35,79,4000,0,1000,1618
bad,7,parents,60,40,married,no,fixed,90,93,8000,0,1300,1588
good,11,owner,36,26,married,no,fixed,45,137,6000,0,1000,1264
bad,4,priv,60,30,married,yes,fixed,60,74,1500,0,870,875
good,15,owner,48,31,married,no,fixed,60,131,3000,0,770,872
good,4,owner,48,22,single,no,fixed,45,113,14000,0,1300,1410
bad,1,owner,60,61,married,no,others,45,30,6000,0,1000,1055
good,7,parents,30,33,married,no,fixed,75,154,4000,125,850,2243
good,28,owner,24,45,married,no,fixed,75,164,5000,0,600,1190
good,3,owner,36,35,married,no,fixed,75,84,3000,144,475,800
bad,1,owner,60,24,married,no,fixed,45,199,6500,3000,1400,1702
good,3,parents,48,26,single,no,fixed,35,120,0,0,1100,2080
good,6,other,60,63,married,no,fixed,45,234,0,0,610,1027
good,5,owner,48,41,married,no,fixed,90,275,25000,1000,1800,2260
good,17,owner,48,42,married,no,freelance,75,250,7000,1000,1600,2078
bad,1,rent,48,37,separated,yes,fixed,46,110,0,0,900,1312
bad,5,owner,60,44,married,no,freelance,45,65,4000,0,1400,1847
good,2,rent,36,36,married,no,freelance,95,200,5000,0,800,1158
bad,0,rent,48,37,married,yes,partime,120,300,8000,2000,1500,2977
bad,6,owner,24,39,married,no,fixed,75,58,2000,0,175,300
bad,20,owner,60,54,married,no,freelance,75,NA,10000,0,900,1056
good,2,owner,48,32,married,no,fixed,75,139,2000,80,460,1589
good,22,owner,48,45,married,no,fixed,45,208,11500,0,1000,1698
good,4,other,12,28,married,no,fixed,45,99,0,0,250,1000
bad,1,rent,60,25,married,no,freelance,45,NA,0,0,1000,1310
good,15,priv,60,30,married,no,fixed,60,140,4000,1680,400,1320
bad,5,parents,48,25,single,no,fixed,35,78,0,0,1000,1154
good,14,owner,60,37,married,no,fixed,60,79,3500,0,700,1700
good,1,owner,36,36,married,no,partime,45,80,500,0,950,1566
good,12,owner,60,37,married,no,freelance,60,85,6000,0,1200,1731
good,25,rent,42,61,married,no,fixed,57,121,0,0,750,830
good,20,owner,36,41,married,no,freelance,90,250,13500,0,1900,2200
good,1,owner,48,33,married,no,fixed,45,104,6500,0,1150,1348
good,6,owner,48,33,married,no,freelance,45,78,3500,0,1100,1526
good,2,parents,48,34,single,no,fixed,45,157,4000,0,1450,1769
good,1,rent,48,42,married,no,fixed,94,192,0,0,1350,1819
good,16,parents,48,35,separated,no,fixed,60,103,0,0,500,862
bad,6,parents,60,38,married,no,fixed,45,75,0,0,1175,1800
bad,8,rent,60,28,married,no,fixed,53,177,0,0,1900,2530
bad,0,parents,36,21,single,yes,fixed,35,75,0,0,690,790
good,20,owner,18,40,married,no,fixed,75,210,3500,0,800,1717
good,0,owner,24,39,married,no,others,35,NA,10000,0,600,950
good,5,owner,60,43,married,no,fixed,75,105,5000,0,1000,1809
bad,6,priv,36,29,single,no,partime,35,68,1500,0,500,525
good,2,parents,24,19,single,no,partime,35,50,50000,0,900,1472
good,18,rent,60,52,married,no,fixed,58,128,0,0,800,1235
bad,1,owner,60,39,married,no,freelance,60,NA,6000,3000,850,1104
good,0,owner,12,49,widow,no,freelance,60,NA,21000,0,1800,2309
bad,0,owner,60,49,married,no,freelance,60,189,3500,0,1600,1815
good,4,rent,54,27,married,no,fixed,74,139,0,0,900,1132
good,6,owner,60,29,married,no,fixed,60,125,5000,0,1500,1531
good,11,parents,60,37,married,no,fixed,75,100,0,0,1150,1230
bad,1,parents,48,25,single,no,partime,35,50,0,0,1000,1041
good,0,owner,30,55,married,no,freelance,60,155,6000,0,500,635
good,1,ignore,24,27,married,no,partime,60,128,4000,0,400,1224
bad,10,owner,36,43,married,no,freelance,60,NA,4500,0,1000,1905
good,40,owner,48,60,married,no,freelance,75,183,5000,0,1200,1308
bad,0,other,60,32,married,no,fixed,75,160,0,0,1300,1350
good,6,other,36,36,married,no,fixed,60,160,0,0,550,700
good,5,parents,48,22,single,no,fixed,35,75,27000,0,1300,1495
bad,0,other,60,34,married,yes,fixed,60,NA,0,0,1700,2329
good,10,priv,36,44,married,no,freelance,75,77,8000,0,900,943
good,5,rent,30,59,married,no,fixed,81,207,20000,0,700,1460
good,11,owner,48,42,married,no,fixed,75,180,3500,1200,700,1703
good,17,owner,24,53,married,no,fixed,75,132,4000,0,400,1195
bad,0,owner,60,33,married,no,partime,45,128,4500,0,1250,1442
bad,10,rent,60,37,married,no,fixed,85,96,4000,850,1100,1340
