Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities
2445,,Bolivia,-16.2902,-63.5887,2020-02-17,0.0,0.0
2446,,Bolivia,-16.2902,-63.5887,2020-02-18,0.0,0.0
2447,,Bolivia,-16.2902,-63.5887,2020-02-19,0.0,0.0
2448,,Bolivia,-16.2902,-63.5887,2020-02-20,0.0,0.0
2449,,Bolivia,-16.2902,-63.5887,2020-02-21,0.0,0.0
2450,,Bolivia,-16.2902,-63.5887,2020-02-22,0.0,0.0
2451,,Bolivia,-16.2902,-63.5887,2020-02-23,0.0,0.0
2452,,Bolivia,-16.2902,-63.5887,2020-02-24,0.0,0.0
2453,,Bolivia,-16.2902,-63.5887,2020-02-25,0.0,0.0
2454,,Bolivia,-16.2902,-63.5887,2020-02-26,0.0,0.0
2455,,Bolivia,-16.2902,-63.5887,2020-02-27,0.0,0.0
2456,,Bolivia,-16.2902,-63.5887,2020-02-28,0.0,0.0
2457,,Bolivia,-16.2902,-63.5887,2020-02-29,0.0,0.0
2458,,Bolivia,-16.2902,-63.5887,2020-03-01,0.0,0.0
2459,,Bolivia,-16.2902,-63.5887,2020-03-02,0.0,0.0
2460,,Bolivia,-16.2902,-63.5887,2020-03-03,0.0,0.0
2461,,Bolivia,-16.2902,-63.5887,2020-03-04,0.0,0.0
2462,,Bolivia,-16.2902,-63.5887,2020-03-05,0.0,0.0
2463,,Bolivia,-16.2902,-63.5887,2020-03-06,0.0,0.0
2464,,Bolivia,-16.2902,-63.5887,2020-03-07,0.0,0.0
2465,,Bolivia,-16.2902,-63.5887,2020-03-08,0.0,0.0
2466,,Bolivia,-16.2902,-63.5887,2020-03-09,0.0,0.0
2467,,Bolivia,-16.2902,-63.5887,2020-03-10,0.0,0.0
2468,,Bolivia,-16.2902,-63.5887,2020-03-11,2.0,0.0
2469,,Bolivia,-16.2902,-63.5887,2020-03-12,2.0,0.0
2470,,Bolivia,-16.2902,-63.5887,2020-03-13,3.0,0.0
2471,,Bolivia,-16.2902,-63.5887,2020-03-14,10.0,0.0
2472,,Bolivia,-16.2902,-63.5887,2020-03-15,10.0,0.0
2473,,Bolivia,-16.2902,-63.5887,2020-03-16,11.0,0.0
2474,,Bolivia,-16.2902,-63.5887,2020-03-17,11.0,0.0
2475,,Bolivia,-16.2902,-63.5887,2020-03-18,12.0,0.0
2476,,Bolivia,-16.2902,-63.5887,2020-03-19,12.0,0.0
2477,,Bolivia,-16.2902,-63.5887,2020-03-20,15.0,0.0
2478,,Bolivia,-16.2902,-63.5887,2020-03-21,19.0,0.0
2479,,Bolivia,-16.2902,-63.5887,2020-03-22,24.0,0.0
2480,,Bolivia,-16.2902,-63.5887,2020-03-23,27.0,0.0
2481,,Bolivia,-16.2902,-63.5887,2020-03-24,29.0,0.0
2512,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0.0,0.0
2513,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0.0,0.0
2514,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-24,0.0,0.0
2515,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-25,0.0,0.0
2516,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-26,0.0,0.0
2517,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-27,0.0,0.0
2518,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-28,0.0,0.0
2519,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-29,0.0,0.0
2520,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-30,0.0,0.0
2521,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-31,0.0,0.0
2522,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-01,0.0,0.0
2523,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-02,0.0,0.0
2524,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-03,0.0,0.0
2525,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-04,0.0,0.0
2526,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-05,0.0,0.0
2527,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-06,0.0,0.0
2528,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-07,0.0,0.0
2529,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-08,0.0,0.0
2530,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-09,0.0,0.0
2531,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-10,0.0,0.0
2532,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-11,0.0,0.0
2533,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-12,0.0,0.0
2534,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-13,0.0,0.0
2535,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-14,0.0,0.0
2536,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-15,0.0,0.0
2537,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-16,0.0,0.0
2538,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-17,0.0,0.0
2539,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-18,0.0,0.0
2540,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-19,0.0,0.0
2541,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-20,0.0,0.0
2542,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-21,0.0,0.0
2543,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-22,0.0,0.0
2544,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-23,0.0,0.0
2545,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-24,0.0,0.0
2546,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-25,0.0,0.0
2547,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-26,0.0,0.0
2548,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-27,0.0,0.0
2549,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-28,0.0,0.0
2550,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-29,0.0,0.0
2551,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-01,0.0,0.0
2552,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-02,0.0,0.0
2553,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-03,0.0,0.0
2554,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-04,0.0,0.0
2555,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-05,2.0,0.0
2556,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-06,2.0,0.0
2557,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-07,3.0,0.0
2558,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-08,3.0,0.0
2559,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-09,3.0,0.0
2560,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-10,5.0,0.0
2561,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-11,7.0,0.0
2562,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-12,11.0,0.0
2563,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-13,13.0,0.0
2564,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-14,18.0,0.0
2565,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-15,24.0,0.0
2566,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-16,25.0,0.0
2567,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-17,26.0,0.0
2568,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-18,38.0,0.0
2569,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-19,63.0,0.0
2570,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-20,89.0,0.0
2571,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-21,93.0,1.0
2572,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-22,126.0,1.0
2573,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-23,132.0,1.0
2574,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-24,166.0,3.0
2605,,Brazil,-14.235,-51.9253,2020-01-22,0.0,0.0
2606,,Brazil,-14.235,-51.9253,2020-01-23,0.0,0.0
2607,,Brazil,-14.235,-51.9253,2020-01-24,0.0,0.0
2608,,Brazil,-14.235,-51.9253,2020-01-25,0.0,0.0
2609,,Brazil,-14.235,-51.9253,2020-01-26,0.0,0.0
2610,,Brazil,-14.235,-51.9253,2020-01-27,0.0,0.0
2611,,Brazil,-14.235,-51.9253,2020-01-28,0.0,0.0
2612,,Brazil,-14.235,-51.9253,2020-01-29,0.0,0.0
2613,,Brazil,-14.235,-51.9253,2020-01-30,0.0,0.0
2614,,Brazil,-14.235,-51.9253,2020-01-31,0.0,0.0
2615,,Brazil,-14.235,-51.9253,2020-02-01,0.0,0.0
2616,,Brazil,-14.235,-51.9253,2020-02-02,0.0,0.0
2617,,Brazil,-14.235,-51.9253,2020-02-03,0.0,0.0
2618,,Brazil,-14.235,-51.9253,2020-02-04,0.0,0.0
2619,,Brazil,-14.235,-51.9253,2020-02-05,0.0,0.0
2620,,Brazil,-14.235,-51.9253,2020-02-06,0.0,0.0
2621,,Brazil,-14.235,-51.9253,2020-02-07,0.0,0.0
2622,,Brazil,-14.235,-51.9253,2020-02-08,0.0,0.0
2623,,Brazil,-14.235,-51.9253,2020-02-09,0.0,0.0
2624,,Brazil,-14.235,-51.9253,2020-02-10,0.0,0.0
2625,,Brazil,-14.235,-51.9253,2020-02-11,0.0,0.0
2626,,Brazil,-14.235,-51.9253,2020-02-12,0.0,0.0
2627,,Brazil,-14.235,-51.9253,2020-02-13,0.0,0.0
2628,,Brazil,-14.235,-51.9253,2020-02-14,0.0,0.0
2629,,Brazil,-14.235,-51.9253,2020-02-15,0.0,0.0
2630,,Brazil,-14.235,-51.9253,2020-02-16,0.0,0.0
2631,,Brazil,-14.235,-51.9253,2020-02-17,0.0,0.0
2632,,Brazil,-14.235,-51.9253,2020-02-18,0.0,0.0
2633,,Brazil,-14.235,-51.9253,2020-02-19,0.0,0.0
2634,,Brazil,-14.235,-51.9253,2020-02-20,0.0,0.0
2635,,Brazil,-14.235,-51.9253,2020-02-21,0.0,0.0
2636,,Brazil,-14.235,-51.9253,2020-02-22,0.0,0.0
2637,,Brazil,-14.235,-51.9253,2020-02-23,0.0,0.0
2638,,Brazil,-14.235,-51.9253,2020-02-24,0.0,0.0
2639,,Brazil,-14.235,-51.9253,2020-02-25,0.0,0.0
2640,,Brazil,-14.235,-51.9253,2020-02-26,1.0,0.0
2641,,Brazil,-14.235,-51.9253,2020-02-27,1.0,0.0
2642,,Brazil,-14.235,-51.9253,2020-02-28,1.0,0.0
2643,,Brazil,-14.235,-51.9253,2020-02-29,2.0,0.0
2644,,Brazil,-14.235,-51.9253,2020-03-01,2.0,0.0
2645,,Brazil,-14.235,-51.9253,2020-03-02,2.0,0.0
2646,,Brazil,-14.235,-51.9253,2020-03-03,2.0,0.0
2647,,Brazil,-14.235,-51.9253,2020-03-04,4.0,0.0
2648,,Brazil,-14.235,-51.9253,2020-03-05,4.0,0.0
2649,,Brazil,-14.235,-51.9253,2020-03-06,13.0,0.0
2650,,Brazil,-14.235,-51.9253,2020-03-07,13.0,0.0
2651,,Brazil,-14.235,-51.9253,2020-03-08,20.0,0.0
2652,,Brazil,-14.235,-51.9253,2020-03-09,25.0,0.0
2653,,Brazil,-14.235,-51.9253,2020-03-10,31.0,0.0
2654,,Brazil,-14.235,-51.9253,2020-03-11,38.0,0.0
2655,,Brazil,-14.235,-51.9253,2020-03-12,52.0,0.0
2656,,Brazil,-14.235,-51.9253,2020-03-13,151.0,0.0
2657,,Brazil,-14.235,-51.9253,2020-03-14,151.0,0.0
2658,,Brazil,-14.235,-51.9253,2020-03-15,162.0,0.0
2659,,Brazil,-14.235,-51.9253,2020-03-16,200.0,0.0
2660,,Brazil,-14.235,-51.9253,2020-03-17,321.0,1.0
2661,,Brazil,-14.235,-51.9253,2020-03-18,372.0,3.0
2662,,Brazil,-14.235,-51.9253,2020-03-19,621.0,6.0
2663,,Brazil,-14.235,-51.9253,2020-03-20,793.0,11.0
2664,,Brazil,-14.235,-51.9253,2020-03-21,1021.0,15.0
2665,,Brazil,-14.235,-51.9253,2020-03-22,1593.0,25.0
2666,,Brazil,-14.235,-51.9253,2020-03-23,1924.0,34.0
2667,,Brazil,-14.235,-51.9253,2020-03-24,2247.0,46.0
2698,,Brunei,4.5353,114.7277,2020-01-22,0.0,0.0
2699,,Brunei,4.5353,114.7277,2020-01-23,0.0,0.0
2700,,Brunei,4.5353,114.7277,2020-01-24,0.0,0.0
2701,,Brunei,4.5353,114.7277,2020-01-25,0.0,0.0
2702,,Brunei,4.5353,114.7277,2020-01-26,0.0,0.0
2703,,Brunei,4.5353,114.7277,2020-01-27,0.0,0.0
2704,,Brunei,4.5353,114.7277,2020-01-28,0.0,0.0
2705,,Brunei,4.5353,114.7277,2020-01-29,0.0,0.0
2706,,Brunei,4.5353,114.7277,2020-01-30,0.0,0.0
2707,,Brunei,4.5353,114.7277,2020-01-31,0.0,0.0
2708,,Brunei,4.5353,114.7277,2020-02-01,0.0,0.0
2709,,Brunei,4.5353,114.7277,2020-02-02,0.0,0.0
2710,,Brunei,4.5353,114.7277,2020-02-03,0.0,0.0
2711,,Brunei,4.5353,114.7277,2020-02-04,0.0,0.0
2712,,Brunei,4.5353,114.7277,2020-02-05,0.0,0.0
2713,,Brunei,4.5353,114.7277,2020-02-06,0.0,0.0
2714,,Brunei,4.5353,114.7277,2020-02-07,0.0,0.0
2715,,Brunei,4.5353,114.7277,2020-02-08,0.0,0.0
2716,,Brunei,4.5353,114.7277,2020-02-09,0.0,0.0
2717,,Brunei,4.5353,114.7277,2020-02-10,0.0,0.0
2718,,Brunei,4.5353,114.7277,2020-02-11,0.0,0.0
2719,,Brunei,4.5353,114.7277,2020-02-12,0.0,0.0
2720,,Brunei,4.5353,114.7277,2020-02-13,0.0,0.0
2721,,Brunei,4.5353,114.7277,2020-02-14,0.0,0.0
2722,,Brunei,4.5353,114.7277,2020-02-15,0.0,0.0
2723,,Brunei,4.5353,114.7277,2020-02-16,0.0,0.0
2724,,Brunei,4.5353,114.7277,2020-02-17,0.0,0.0
2725,,Brunei,4.5353,114.7277,2020-02-18,0.0,0.0
2726,,Brunei,4.5353,114.7277,2020-02-19,0.0,0.0
2727,,Brunei,4.5353,114.7277,2020-02-20,0.0,0.0
2728,,Brunei,4.5353,114.7277,2020-02-21,0.0,0.0
2729,,Brunei,4.5353,114.7277,2020-02-22,0.0,0.0
2730,,Brunei,4.5353,114.7277,2020-02-23,0.0,0.0
2731,,Brunei,4.5353,114.7277,2020-02-24,0.0,0.0
2732,,Brunei,4.5353,114.7277,2020-02-25,0.0,0.0
2733,,Brunei,4.5353,114.7277,2020-02-26,0.0,0.0
2734,,Brunei,4.5353,114.7277,2020-02-27,0.0,0.0
2735,,Brunei,4.5353,114.7277,2020-02-28,0.0,0.0
2736,,Brunei,4.5353,114.7277,2020-02-29,0.0,0.0
2737,,Brunei,4.5353,114.7277,2020-03-01,0.0,0.0
2738,,Brunei,4.5353,114.7277,2020-03-02,0.0,0.0
2739,,Brunei,4.5353,114.7277,2020-03-03,0.0,0.0
2740,,Brunei,4.5353,114.7277,2020-03-04,0.0,0.0
2741,,Brunei,4.5353,114.7277,2020-03-05,0.0,0.0
2742,,Brunei,4.5353,114.7277,2020-03-06,0.0,0.0
2743,,Brunei,4.5353,114.7277,2020-03-07,0.0,0.0
2744,,Brunei,4.5353,114.7277,2020-03-08,0.0,0.0
2745,,Brunei,4.5353,114.7277,2020-03-09,1.0,0.0
2746,,Brunei,4.5353,114.7277,2020-03-10,1.0,0.0
2747,,Brunei,4.5353,114.7277,2020-03-11,11.0,0.0
2748,,Brunei,4.5353,114.7277,2020-03-12,11.0,0.0
2749,,Brunei,4.5353,114.7277,2020-03-13,37.0,0.0
2750,,Brunei,4.5353,114.7277,2020-03-14,40.0,0.0
2751,,Brunei,4.5353,114.7277,2020-03-15,50.0,0.0
2752,,Brunei,4.5353,114.7277,2020-03-16,54.0,0.0
2753,,Brunei,4.5353,114.7277,2020-03-17,56.0,0.0
2754,,Brunei,4.5353,114.7277,2020-03-18,68.0,0.0
2755,,Brunei,4.5353,114.7277,2020-03-19,75.0,0.0
2756,,Brunei,4.5353,114.7277,2020-03-20,78.0,0.0
2757,,Brunei,4.5353,114.7277,2020-03-21,83.0,0.0
2758,,Brunei,4.5353,114.7277,2020-03-22,88.0,0.0
2759,,Brunei,4.5353,114.7277,2020-03-23,91.0,0.0
2760,,Brunei,4.5353,114.7277,2020-03-24,104.0,0.0
2791,,Bulgaria,42.7339,25.4858,2020-01-22,0.0,0.0
2792,,Bulgaria,42.7339,25.4858,2020-01-23,0.0,0.0
2793,,Bulgaria,42.7339,25.4858,2020-01-24,0.0,0.0
2794,,Bulgaria,42.7339,25.4858,2020-01-25,0.0,0.0
2795,,Bulgaria,42.7339,25.4858,2020-01-26,0.0,0.0
2796,,Bulgaria,42.7339,25.4858,2020-01-27,0.0,0.0
2797,,Bulgaria,42.7339,25.4858,2020-01-28,0.0,0.0
2798,,Bulgaria,42.7339,25.4858,2020-01-29,0.0,0.0
2799,,Bulgaria,42.7339,25.4858,2020-01-30,0.0,0.0
2800,,Bulgaria,42.7339,25.4858,2020-01-31,0.0,0.0
2801,,Bulgaria,42.7339,25.4858,2020-02-01,0.0,0.0
2802,,Bulgaria,42.7339,25.4858,2020-02-02,0.0,0.0
2803,,Bulgaria,42.7339,25.4858,2020-02-03,0.0,0.0
2804,,Bulgaria,42.7339,25.4858,2020-02-04,0.0,0.0
2805,,Bulgaria,42.7339,25.4858,2020-02-05,0.0,0.0
2806,,Bulgaria,42.7339,25.4858,2020-02-06,0.0,0.0
2807,,Bulgaria,42.7339,25.4858,2020-02-07,0.0,0.0
2808,,Bulgaria,42.7339,25.4858,2020-02-08,0.0,0.0
2809,,Bulgaria,42.7339,25.4858,2020-02-09,0.0,0.0
2810,,Bulgaria,42.7339,25.4858,2020-02-10,0.0,0.0
2811,,Bulgaria,42.7339,25.4858,2020-02-11,0.0,0.0
2812,,Bulgaria,42.7339,25.4858,2020-02-12,0.0,0.0
2813,,Bulgaria,42.7339,25.4858,2020-02-13,0.0,0.0
2814,,Bulgaria,42.7339,25.4858,2020-02-14,0.0,0.0
2815,,Bulgaria,42.7339,25.4858,2020-02-15,0.0,0.0
2816,,Bulgaria,42.7339,25.4858,2020-02-16,0.0,0.0
2817,,Bulgaria,42.7339,25.4858,2020-02-17,0.0,0.0
2818,,Bulgaria,42.7339,25.4858,2020-02-18,0.0,0.0
2819,,Bulgaria,42.7339,25.4858,2020-02-19,0.0,0.0
2820,,Bulgaria,42.7339,25.4858,2020-02-20,0.0,0.0
2821,,Bulgaria,42.7339,25.4858,2020-02-21,0.0,0.0
2822,,Bulgaria,42.7339,25.4858,2020-02-22,0.0,0.0
2823,,Bulgaria,42.7339,25.4858,2020-02-23,0.0,0.0
2824,,Bulgaria,42.7339,25.4858,2020-02-24,0.0,0.0
2825,,Bulgaria,42.7339,25.4858,2020-02-25,0.0,0.0
2826,,Bulgaria,42.7339,25.4858,2020-02-26,0.0,0.0
2827,,Bulgaria,42.7339,25.4858,2020-02-27,0.0,0.0
2828,,Bulgaria,42.7339,25.4858,2020-02-28,0.0,0.0
2829,,Bulgaria,42.7339,25.4858,2020-02-29,0.0,0.0
2830,,Bulgaria,42.7339,25.4858,2020-03-01,0.0,0.0
2831,,Bulgaria,42.7339,25.4858,2020-03-02,0.0,0.0
2832,,Bulgaria,42.7339,25.4858,2020-03-03,0.0,0.0
2833,,Bulgaria,42.7339,25.4858,2020-03-04,0.0,0.0
2834,,Bulgaria,42.7339,25.4858,2020-03-05,0.0,0.0
2835,,Bulgaria,42.7339,25.4858,2020-03-06,0.0,0.0
2836,,Bulgaria,42.7339,25.4858,2020-03-07,0.0,0.0
2837,,Bulgaria,42.7339,25.4858,2020-03-08,4.0,0.0
2838,,Bulgaria,42.7339,25.4858,2020-03-09,4.0,0.0
2839,,Bulgaria,42.7339,25.4858,2020-03-10,4.0,0.0
2840,,Bulgaria,42.7339,25.4858,2020-03-11,7.0,1.0
2841,,Bulgaria,42.7339,25.4858,2020-03-12,7.0,1.0
2842,,Bulgaria,42.7339,25.4858,2020-03-13,23.0,1.0
2843,,Bulgaria,42.7339,25.4858,2020-03-14,41.0,2.0
2844,,Bulgaria,42.7339,25.4858,2020-03-15,51.0,2.0
2845,,Bulgaria,42.7339,25.4858,2020-03-16,52.0,2.0
2846,,Bulgaria,42.7339,25.4858,2020-03-17,67.0,2.0
2847,,Bulgaria,42.7339,25.4858,2020-03-18,92.0,2.0
2848,,Bulgaria,42.7339,25.4858,2020-03-19,94.0,3.0
2849,,Bulgaria,42.7339,25.4858,2020-03-20,127.0,3.0
2850,,Bulgaria,42.7339,25.4858,2020-03-21,163.0,3.0
2851,,Bulgaria,42.7339,25.4858,2020-03-22,187.0,3.0
2852,,Bulgaria,42.7339,25.4858,2020-03-23,201.0,3.0
2853,,Bulgaria,42.7339,25.4858,2020-03-24,218.0,3.0
2884,,Burkina Faso,12.2383,-1.5616,2020-01-22,0.0,0.0
2885,,Burkina Faso,12.2383,-1.5616,2020-01-23,0.0,0.0
2886,,Burkina Faso,12.2383,-1.5616,2020-01-24,0.0,0.0
2887,,Burkina Faso,12.2383,-1.5616,2020-01-25,0.0,0.0
2888,,Burkina Faso,12.2383,-1.5616,2020-01-26,0.0,0.0
2889,,Burkina Faso,12.2383,-1.5616,2020-01-27,0.0,0.0
2890,,Burkina Faso,12.2383,-1.5616,2020-01-28,0.0,0.0
2891,,Burkina Faso,12.2383,-1.5616,2020-01-29,0.0,0.0
2892,,Burkina Faso,12.2383,-1.5616,2020-01-30,0.0,0.0
2893,,Burkina Faso,12.2383,-1.5616,2020-01-31,0.0,0.0
2894,,Burkina Faso,12.2383,-1.5616,2020-02-01,0.0,0.0
2895,,Burkina Faso,12.2383,-1.5616,2020-02-02,0.0,0.0
2896,,Burkina Faso,12.2383,-1.5616,2020-02-03,0.0,0.0
2897,,Burkina Faso,12.2383,-1.5616,2020-02-04,0.0,0.0
2898,,Burkina Faso,12.2383,-1.5616,2020-02-05,0.0,0.0
2899,,Burkina Faso,12.2383,-1.5616,2020-02-06,0.0,0.0
2900,,Burkina Faso,12.2383,-1.5616,2020-02-07,0.0,0.0
2901,,Burkina Faso,12.2383,-1.5616,2020-02-08,0.0,0.0
2902,,Burkina Faso,12.2383,-1.5616,2020-02-09,0.0,0.0
2903,,Burkina Faso,12.2383,-1.5616,2020-02-10,0.0,0.0
2904,,Burkina Faso,12.2383,-1.5616,2020-02-11,0.0,0.0
2905,,Burkina Faso,12.2383,-1.5616,2020-02-12,0.0,0.0
2906,,Burkina Faso,12.2383,-1.5616,2020-02-13,0.0,0.0
2907,,Burkina Faso,12.2383,-1.5616,2020-02-14,0.0,0.0
2908,,Burkina Faso,12.2383,-1.5616,2020-02-15,0.0,0.0
2909,,Burkina Faso,12.2383,-1.5616,2020-02-16,0.0,0.0
2910,,Burkina Faso,12.2383,-1.5616,2020-02-17,0.0,0.0
2911,,Burkina Faso,12.2383,-1.5616,2020-02-18,0.0,0.0
2912,,Burkina Faso,12.2383,-1.5616,2020-02-19,0.0,0.0
2913,,Burkina Faso,12.2383,-1.5616,2020-02-20,0.0,0.0
2914,,Burkina Faso,12.2383,-1.5616,2020-02-21,0.0,0.0
2915,,Burkina Faso,12.2383,-1.5616,2020-02-22,0.0,0.0
2916,,Burkina Faso,12.2383,-1.5616,2020-02-23,0.0,0.0
2917,,Burkina Faso,12.2383,-1.5616,2020-02-24,0.0,0.0
2918,,Burkina Faso,12.2383,-1.5616,2020-02-25,0.0,0.0
2919,,Burkina Faso,12.2383,-1.5616,2020-02-26,0.0,0.0
2920,,Burkina Faso,12.2383,-1.5616,2020-02-27,0.0,0.0
2921,,Burkina Faso,12.2383,-1.5616,2020-02-28,0.0,0.0
2922,,Burkina Faso,12.2383,-1.5616,2020-02-29,0.0,0.0
2923,,Burkina Faso,12.2383,-1.5616,2020-03-01,0.0,0.0
2924,,Burkina Faso,12.2383,-1.5616,2020-03-02,0.0,0.0
2925,,Burkina Faso,12.2383,-1.5616,2020-03-03,0.0,0.0
2926,,Burkina Faso,12.2383,-1.5616,2020-03-04,0.0,0.0
2927,,Burkina Faso,12.2383,-1.5616,2020-03-05,0.0,0.0
2928,,Burkina Faso,12.2383,-1.5616,2020-03-06,0.0,0.0
2929,,Burkina Faso,12.2383,-1.5616,2020-03-07,0.0,0.0
2930,,Burkina Faso,12.2383,-1.5616,2020-03-08,0.0,0.0
2931,,Burkina Faso,12.2383,-1.5616,2020-03-09,0.0,0.0
2932,,Burkina Faso,12.2383,-1.5616,2020-03-10,1.0,0.0
2933,,Burkina Faso,12.2383,-1.5616,2020-03-11,2.0,0.0
2934,,Burkina Faso,12.2383,-1.5616,2020-03-12,2.0,0.0
2935,,Burkina Faso,12.2383,-1.5616,2020-03-13,2.0,0.0
2936,,Burkina Faso,12.2383,-1.5616,2020-03-14,2.0,0.0
2937,,Burkina Faso,12.2383,-1.5616,2020-03-15,3.0,0.0
2938,,Burkina Faso,12.2383,-1.5616,2020-03-16,15.0,0.0
2939,,Burkina Faso,12.2383,-1.5616,2020-03-17,15.0,0.0
2940,,Burkina Faso,12.2383,-1.5616,2020-03-18,20.0,1.0
2941,,Burkina Faso,12.2383,-1.5616,2020-03-19,33.0,1.0
2942,,Burkina Faso,12.2383,-1.5616,2020-03-20,40.0,1.0
2943,,Burkina Faso,12.2383,-1.5616,2020-03-21,64.0,2.0
2944,,Burkina Faso,12.2383,-1.5616,2020-03-22,75.0,4.0
2945,,Burkina Faso,12.2383,-1.5616,2020-03-23,99.0,4.0
2946,,Burkina Faso,12.2383,-1.5616,2020-03-24,114.0,4.0
2977,,Cambodia,11.55,104.9167,2020-01-22,0.0,0.0
2978,,Cambodia,11.55,104.9167,2020-01-23,0.0,0.0
2979,,Cambodia,11.55,104.9167,2020-01-24,0.0,0.0
2980,,Cambodia,11.55,104.9167,2020-01-25,0.0,0.0
2981,,Cambodia,11.55,104.9167,2020-01-26,0.0,0.0
2982,,Cambodia,11.55,104.9167,2020-01-27,1.0,0.0
2983,,Cambodia,11.55,104.9167,2020-01-28,1.0,0.0
2984,,Cambodia,11.55,104.9167,2020-01-29,1.0,0.0
2985,,Cambodia,11.55,104.9167,2020-01-30,1.0,0.0
2986,,Cambodia,11.55,104.9167,2020-01-31,1.0,0.0
2987,,Cambodia,11.55,104.9167,2020-02-01,1.0,0.0
2988,,Cambodia,11.55,104.9167,2020-02-02,1.0,0.0
2989,,Cambodia,11.55,104.9167,2020-02-03,1.0,0.0
2990,,Cambodia,11.55,104.9167,2020-02-04,1.0,0.0
2991,,Cambodia,11.55,104.9167,2020-02-05,1.0,0.0
2992,,Cambodia,11.55,104.9167,2020-02-06,1.0,0.0
2993,,Cambodia,11.55,104.9167,2020-02-07,1.0,0.0
2994,,Cambodia,11.55,104.9167,2020-02-08,1.0,0.0
2995,,Cambodia,11.55,104.9167,2020-02-09,1.0,0.0
2996,,Cambodia,11.55,104.9167,2020-02-10,1.0,0.0
2997,,Cambodia,11.55,104.9167,2020-02-11,1.0,0.0
2998,,Cambodia,11.55,104.9167,2020-02-12,1.0,0.0
2999,,Cambodia,11.55,104.9167,2020-02-13,1.0,0.0
3000,,Cambodia,11.55,104.9167,2020-02-14,1.0,0.0
3001,,Cambodia,11.55,104.9167,2020-02-15,1.0,0.0
3002,,Cambodia,11.55,104.9167,2020-02-16,1.0,0.0
3003,,Cambodia,11.55,104.9167,2020-02-17,1.0,0.0
